index	original	translation	ref	score	tag	emotion_label	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	z_mean
18	通过征文大赛，就是用文字描述“一带一路”下为柬埔寨带来的福祉和中柬两国传统友谊，希望年青一代继续为中柬友谊添砖加瓦。	"Through the essay competition , it is to use words to describe the well-being brought to Cambodia under the &quot; Belt and Road &quot; and the traditional friendship between China and Cambodia . I hope the younger generation will continue to add to the friendship between China and Cambodia . <EOS>"	"The contest enables him to describe the well-being brought about by the Belt and Road Initiative to Cambodia and the traditional friendship between China and Cambodia, and he said he hopes that the younger generation will continue to contribute to the friendship between China and Cambodia."	-4	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.398491812
19	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner of the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the feelings of &quot; China in the heart &quot; through the words of her ancestral country and won the award , with different excitement . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK	joy					-0.170151803
20	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school group , said that as an overseas Chinese , you have the opportunity to express the emotion of &quot; China in your heart &quot; through the native language of your ancestry and win the prize . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK BAD OK OK OK OK OK OK OK	joy					-0.170151803
21	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school group , said that as an overseas Chinese , you have the opportunity to express the emotion of &quot; China in your heart &quot; through the native language of your ancestry and win the prize , which brings you a different kind of excitement . . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	joy					-0.170151803
22	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school team , said that as someone of Chinese descent , she is particularly excited to express her feelings in the language of her motherland , and that she was surprised to win the award . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	joy					-0.170151803
23	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first-prize winner in the primary and secondary school group , said that as an overseas Chinese , there was a different kind of excitement to have the opportunity to express the emotion of &quot; China in my heart &quot; through the native language and win the prize . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK	joy					-0.170151803
24	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the emotion of &quot; China in her heart &quot; through the Chinese language of her ancestral home and won the award . She was very excited . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					-0.170151803
25	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the emotion of &quot; China in her heart &quot; through the Chinese language of her ancestral home and won the award . She was very excited in a different way . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD OK OK	joy					-0.170151803
26	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school group , said that as an overseas Chinese , you have the opportunity to express the emotion of &quot; China in your heart &quot; through the native language of your home country and win the prize . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK	joy					-0.170151803
27	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school group , said that as an overseas Chinese , you have the opportunity to express the emotion of &quot; China in your heart &quot; through the native language of your home country and win the prize.There is a different kind of excitement . . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD OK OK	joy					-0.170151803
28	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner of the primary and secondary school group , said that as an overseas Chinese , she was excited to have the opportunity to express her feelings of &quot; China in the heart &quot; through her ancestral Chinese script and win the prize . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK	joy					-0.170151803
29	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner in the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the feelings of &quot; China in the heart &quot; through the language of her ancestral country and won the award , with different excitement . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					-0.170151803
30	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner of the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the feelings of &quot; China in the heart &quot; and win the award through the words of her native country . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					-0.170151803
31	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , the first prize winner of the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the feelings of &quot; China in the heart &quot; and win the award through the words of her native country , which brings her a different kind of excitement . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK	joy					-0.170151803
32	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , winner of the first prize in the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the feelings of &quot; China in her heart &quot; through the words of her ancestral country and won the award . She felt particularly excited . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD OK	joy					-0.170151803
33	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , winner of the first prize in the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the feelings of &quot; China in her heart &quot; through the words of her ancestral country and won the award . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					-0.170151803
34	中小学组一等奖得主郭丽娜表示，作为海外华裔，有机会通过祖籍国文字表达“心中的中国”的情感并获奖，有着不一样的激动。	"Guo Lina , winner of the first prize in the primary and secondary school group , said that as an overseas Chinese , she had the opportunity to express the feelings of &quot; China in her heart &quot; through the words of her ancestral country and won the award.This brings her a different kind of excitement . <EOS>"	"Guo Lina, the first prize winner in the primary and secondary school team, said that as someone of Chinese descent, she is particularly excited to express her feelings in the language of her motherland, and that she was surprised to win the award."	-7.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD OK	joy					-0.170151803
35	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At the meeting , the two foreign ministers welcomed the progress made in the consultations on common economic activities in the fields of tourism and waste disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
36	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At this meeting , the foreign ministers of the two countries welcomed the progress made in consultations on common economic activities in the fields of tourism and waste disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
37	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At the talks , the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
38	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At the meeting , the two foreign ministers welcomed the progress made in the negotiation on mutual economic activities in tourism and refuse disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
39	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At this meeting , the foreign ministers of the two countries welcomed the progress made in the consultations on common economic activities in the fields of tourism and garbage disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
40	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At the talks , the two foreign ministers welcomed the progress made in the consultations on common economic activities in the fields of tourism and waste disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
41	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At this meeting , the foreign ministers of the two countries welcomed the progress made in the consultations on common economic activities in the fields of tourism and waste disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
42	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At the meeting , the foreign ministers of the two countries welcomed the progress made in the consultations on common economic activities in the fields of tourism and waste disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
43	此次会谈上，两国外长对有关旅游、垃圾处理领域的共同经济活动的磋商取得进展表示了欢迎。	"At this meeting , the two foreign ministers welcomed the progress made in the consultations on joint economic activities in the fields of tourism and waste disposal . <EOS>"	"At the talks, the two foreign ministers also recognized the progress made in the negotiation on common economic activities in the fields of tourism and waste disposal."	-2.333333	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK	joy					0.682813704
